id,text,Article Title,label,Comments
171,"Bookie’s attorney speaks to CNN

Video Ad Feedback MLB launches investigation into Ohtani allegations 03:03 - Source: CNN

An attorney for Bowyer, the former bookmaker under federal investigation related to gambling, said he never met or had “any direct contact” with Ohtani but did do business with Mizuhara.",Shohei Ohtani set to speak Monday as theft allegations against his interpreter spur investigation,Y,
172,"“Mathew Bowyer never spoke with or emailed with or texted with or had any contact whatsoever with Shohei Ohtani,” the attorney, Diane Bass told CNN in an on-camera interview on Saturday.",Shohei Ohtani set to speak Monday as theft allegations against his interpreter spur investigation,Y,
173,The attorney also said Ohtani’s interpreter never bet on baseball.,Shohei Ohtani set to speak Monday as theft allegations against his interpreter spur investigation,Y,
174,"When discussing Ohtani’s name on “one of the wire transfers to Bowyer’s organization to cover a bet,” Bass said Saturday, “as far as Mr. Bowyer understood, the bet was from Ippei, or it was being covered by Mr. Ohtani for Ippei.”",Shohei Ohtani set to speak Monday as theft allegations against his interpreter spur investigation,Y,
175,"Bass emphasized while Bowyer is under federal investigation, he has not been charged with a crime.",Shohei Ohtani set to speak Monday as theft allegations against his interpreter spur investigation,Y,
176,She said Bowyer stopped his bookmaking operation in October 2023 when “feds showed up at his house.”,Shohei Ohtani set to speak Monday as theft allegations against his interpreter spur investigation,Y,
177,"Bowyer met Mizuhara after a Padres game in San Diego in 2022, according to Bass.",Shohei Ohtani set to speak Monday as theft allegations against his interpreter spur investigation,Y,
178,"She told CNN she does not know how often Mizuhara placed bets or how much he bet, but said Bowyer told her Mizuhara placed bets regularly on “primarily soccer, occasionally football and basketball, but it was never baseball.”",Shohei Ohtani set to speak Monday as theft allegations against his interpreter spur investigation,Y,
179,"Mizuhara told ESPN last Tuesday, “I never bet on baseball …",Shohei Ohtani set to speak Monday as theft allegations against his interpreter spur investigation,Y,
180,That’s 100 percent.,Shohei Ohtani set to speak Monday as theft allegations against his interpreter spur investigation,N,
181,I knew that rule.,Shohei Ohtani set to speak Monday as theft allegations against his interpreter spur investigation,N,
182,… We have a meeting about that in spring training.”,Shohei Ohtani set to speak Monday as theft allegations against his interpreter spur investigation,Y,
183,"Bass said Mizuhara’s gambling “got out of hand at a certain point,” but “he was making regular payments for a significant amount of time.”",Shohei Ohtani set to speak Monday as theft allegations against his interpreter spur investigation,Y,
184,"Asked if the payments were coming from Mizuhara’s or Ohtani’s account, Bass replied, “I honestly don’t know how many transfers came from which account(s), (or) whether it was more than one account.",Shohei Ohtani set to speak Monday as theft allegations against his interpreter spur investigation,Y,
185,"I don’t have access to that information,” she told CNN.",Shohei Ohtani set to speak Monday as theft allegations against his interpreter spur investigation,Y,
186,Shifting explanations and statements,Shohei Ohtani set to speak Monday as theft allegations against his interpreter spur investigation,N,
187,The saga began with reporters asking questions about alleged wire transfers from Ohtani’s bank account.,Shohei Ohtani set to speak Monday as theft allegations against his interpreter spur investigation,Y,
188,"Here’s how the scandal unfolded:

• Mizuhara told ESPN in a Tuesday interview, arranged by Ohtani’s representative, he asked Ohtani last year to pay off his gambling debt, ESPN reported.",Shohei Ohtani set to speak Monday as theft allegations against his interpreter spur investigation,Y,
189,"Ohtani had no involvement in his betting, Mizuhara said.",Shohei Ohtani set to speak Monday as theft allegations against his interpreter spur investigation,Y,
190,"But after the interview, Ohtani’s spokesperson “disavowed” Mizuhara’s account, then released a statement saying Ohtani had been the victim of theft.",Shohei Ohtani set to speak Monday as theft allegations against his interpreter spur investigation,Y,
191,"• On the same day, Mizuhara was seen smiling in the LA dugout and talking to Ohtani before translating for the star in the team’s 5-2 win over the San Diego Padres in the MLB season-opening game in Seoul, South Korea, on Wednesday.",Shohei Ohtani set to speak Monday as theft allegations against his interpreter spur investigation,Y,
192,"• Later Wednesday, Mizuhara was fired as Ohtani’s interpreter.",Shohei Ohtani set to speak Monday as theft allegations against his interpreter spur investigation,Y,
193,"• After learning about the allegations against Ohtani and Mizuhara, MLB on Friday announced it would be pursuing an investigation.",Shohei Ohtani set to speak Monday as theft allegations against his interpreter spur investigation,Y,
194,The IRS also confirmed it was investigating the translator.,Shohei Ohtani set to speak Monday as theft allegations against his interpreter spur investigation,Y,
195,CNN’s Eric Levenson contributed to this report.,Shohei Ohtani set to speak Monday as theft allegations against his interpreter spur investigation,Y,
196,"Paris CNN —

The army of waiters who are the lifeblood of the French capital’s many cafés often get a bad rap, accused of everything from being unable to crack a smile to being downright rude and impatient to their customers.",Paris waiters compete in race to get a coffee and croissant across the capital,Y,
197,But the “garçons de café” of Paris are undoubtedly professionals.,Paris waiters compete in race to get a coffee and croissant across the capital,Y,
198,They can remember the orders of eight people without taking notes.,Paris waiters compete in race to get a coffee and croissant across the capital,Y,
199,They can carry all the dishes and drinks in one go.,Paris waiters compete in race to get a coffee and croissant across the capital,Y,
200,And they can manage a busy lunch rush without breaking a sweat – and still find time for a quick cigarette break.,Paris waiters compete in race to get a coffee and croissant across the capital,Y,
201,"Those professional skills (minus the smoking) were on display in full force on Sunday when Paris staged the Course des Cafés, marking the revival of a once-annual event that challenges waiters to race a two-kilometer route (1.2 miles) while carrying a tray laden with a cup of coffee, a glass of water and a croissant.",Paris waiters compete in race to get a coffee and croissant across the capital,Y,
202,"Two hundred of the crème de la crème of the city’s cafes, classically attired in black pants or skirt, apron and a white top, took to the streets and alleys of central Paris to compete in the event and entertain the crowds.",Paris waiters compete in race to get a coffee and croissant across the capital,Y,
203,"To win the race, participants not only needed to be quick but also careful.",Paris waiters compete in race to get a coffee and croissant across the capital,Y,
204,Any change to the composition of their tray would impact their final score.,Paris waiters compete in race to get a coffee and croissant across the capital,Y,
205,Absolutely no spillage was permitted.,Paris waiters compete in race to get a coffee and croissant across the capital,Y,
206,"And, as the Paris city government jokingly pointed out, no eating either!",Paris waiters compete in race to get a coffee and croissant across the capital,Y,
207,The strict requirements meant the event was less of a run and more of a speed walk.,Paris waiters compete in race to get a coffee and croissant across the capital,Y,
209,Paris Mayor Anne Hidalgo told journalists shortly before the race started.,Paris waiters compete in race to get a coffee and croissant across the capital,Y,
211,"Once underway, there were inevitable calamities.",Paris waiters compete in race to get a coffee and croissant across the capital,Y,
212,"Water spilled, cups fell.",Paris waiters compete in race to get a coffee and croissant across the capital,Y,
213,"One contestant shouted, “I can’t feel my fingers!”",Paris waiters compete in race to get a coffee and croissant across the capital,Y,
214,"There were gasps, cheers and laughter from the thousands of Parisians who decided to fight the early spring chill to watch the return of this quintessential French event, which was canceled 12 years ago due to budget constraints.",Paris waiters compete in race to get a coffee and croissant across the capital,Y,
215,"Waiters start the Course des Cafes race on March 24, 2024.",Paris waiters compete in race to get a coffee and croissant across the capital,Y,
216,"Dimitar Dilkoff/AFP/Getty Images

‘Excellence of French service’",Paris waiters compete in race to get a coffee and croissant across the capital,N,
217,"It’s been revived to promote sport and “the excellence of French service” as the country gets ready to host the 2024 Summer Olympic and Paralympic Games, the Paris city government said in a statement earlier this year.",Paris waiters compete in race to get a coffee and croissant across the capital,Y,
218,"Several city officials also participated in the race, including the mayor of central Paris, Ariel Weil and the two deputy mayors of Paris in charge of Olympic affairs and business, Pierre Rabadan and Nicolas Bonnet Oulaldj.",Paris waiters compete in race to get a coffee and croissant across the capital,Y,
219,"The “Course des Garçons de Café” (cafe waiters race) was first launched in 1914 to highlight the cafés and restaurants of the French capital, according to French historian Laurent Bihl.

Throughout the years, it found popularity not only in Paris but across France in cities such as Nice, Belfort and Calais.",Paris waiters compete in race to get a coffee and croissant across the capital,Y,
220,"Across the English Channel, many towns in the UK have also adopted this race but added a little bit of local flavor – the coffee and croissant have been switched out for a pint of beer.",Paris waiters compete in race to get a coffee and croissant across the capital,Y,
221,Variations have also been staged in cities as far away as Hong Kong and Yokohama.,Paris waiters compete in race to get a coffee and croissant across the capital,Y,
222,"Back on the streets of Paris, the quickest entrants completed Sunday’s Course des Cafés race – the name of the revived version has been shortened, dropping the ‘garçons’ – in less than 14 minutes.",Paris waiters compete in race to get a coffee and croissant across the capital,Y,
223,"In the end, Pauline Van Wymeersch from the Café le Petit Pont and Samy Lamrous from La Contrescarpe were crowned the fastest woman and man.",Paris waiters compete in race to get a coffee and croissant across the capital,Y,
224,"They both won tickets to the Olympic opening ceremony this summer – and perhaps some newfound respect from those customers cursing about the time it takes to order up a coffee, croissant and a glass of water.",Paris waiters compete in race to get a coffee and croissant across the capital,Y,
225,"CNN —

Tensions between the US and Israel were exposed on Monday when Washington stood aside and allowed the UN Security Council to pass a resolution calling for an immediate ceasefire in Gaza.",Israel cancels Washington visit after US allows UN Gaza ceasefire resolution to pass,Y,
226,"The US decision to abstain on the vote prompted Israel’s Prime Minister Benjamin Netanyahu to cancel a scheduled trip to the US by two of his top advisers, two Israeli officials said.",Israel cancels Washington visit after US allows UN Gaza ceasefire resolution to pass,Y,
227,The US had previously vetoed similar resolutions calling for a ceasefire.,Israel cancels Washington visit after US allows UN Gaza ceasefire resolution to pass,Y,
228,"Its position evolved last week when on Friday, it put forward a ceasefire resolution tied tied to the release of hostages.",Israel cancels Washington visit after US allows UN Gaza ceasefire resolution to pass,Y,
229,That resolution fell when it was vetoed by Russia and China.,Israel cancels Washington visit after US allows UN Gaza ceasefire resolution to pass,Y,
230,"The US abstention on Monday’s vote allowed the latest resolution to pass, when the other 14 members of the 15-strong council voted yes.",Israel cancels Washington visit after US allows UN Gaza ceasefire resolution to pass,Y,
231,"The US Ambassador to the United Nations Linda Thomas-Greenfield said that while the latest resolution included edits requested by the US, Washington could not vote yes because it “did not agree with everything.”",Israel cancels Washington visit after US allows UN Gaza ceasefire resolution to pass,Y,
232,"“A ceasefire could have come about months ago if Hamas had been willing to release hostages,” the ambassador said, calling on members states and the UNSC to demand that Hamas “accepts the deal on the table.”",Israel cancels Washington visit after US allows UN Gaza ceasefire resolution to pass,Y,
233,"“Any ceasefire must come with the release of all hostages,” she added.",Israel cancels Washington visit after US allows UN Gaza ceasefire resolution to pass,Y,
234,"The resolution, put forward by the 10 non-permanent members of the Security Council, demands an immediate ceasefire for the month of Ramadan, the immediate and unconditional release of hostages and “the urgent need to expand the flow” of aid into Gaza.

UN Secretary-General António Guterres said a failure to implement the resolution would be “unforgivable.”

“The Security Council just approved a long-awaited resolution on Gaza, demanding an immediate ceasefire, and the immediate and unconditional release of all hostages.",Israel cancels Washington visit after US allows UN Gaza ceasefire resolution to pass,Y,
235,This resolution must be implemented.,Israel cancels Washington visit after US allows UN Gaza ceasefire resolution to pass,N,
236,"Failure would be unforgivable,” Guterres wrote on X, previously known as Twitter.",Israel cancels Washington visit after US allows UN Gaza ceasefire resolution to pass,Y,
237,The UN vote on Monday came as tensions grow over a looming Israeli military operation in Gaza’s southern city of Rafah.,Israel cancels Washington visit after US allows UN Gaza ceasefire resolution to pass,Y,
239,"Israel’s national security adviser Tzachi Hanegbi and Ron Dermer, a member of the war cabinet and close adviser to Netanyahu, had been scheduled to travel to Washington on Monday night to discuss the offensive and US alternatives, but the visit was canceled after the vote.",Israel cancels Washington visit after US allows UN Gaza ceasefire resolution to pass,Y,
240,"National Security spokesman John Kirby offered a fuller response to Netanyahu’s decision to cancel the delegation, saying the US was disappointed by the decision to cancel the trip.",Israel cancels Washington visit after US allows UN Gaza ceasefire resolution to pass,Y,
241,"“We’re very disappointed that they will not be coming to Washington, DC, to allow us to have a fulsome conversation with them about viable alternatives to going in on the ground in Rafah,” he said.",Israel cancels Washington visit after US allows UN Gaza ceasefire resolution to pass,Y,
242,"Separately, Israel agreed to a US proposal on a prisoner-hostage deal, according to CNN analyst Barak Ravid’s reporting on the recent round of talks in Doha.",Israel cancels Washington visit after US allows UN Gaza ceasefire resolution to pass,Y,
243,"The reported deal could see the release of around 700 Palestinian prisoners, among them 100 serving life sentences for killing Israeli nationals, in exchange for the release of 40 Israeli hostages held by Hamas in Gaza.",Israel cancels Washington visit after US allows UN Gaza ceasefire resolution to pass,Y,
244,"However, Hamas said more issues remain unresolved beyond the release of Palestinian prisoners from Israeli jails.",Israel cancels Washington visit after US allows UN Gaza ceasefire resolution to pass,Y,
245,Hamas senior officials Basem Naeim told CNN that “Israeli-American media” was adding pressure on the talks.,Israel cancels Washington visit after US allows UN Gaza ceasefire resolution to pass,Y,
246,"“For us, the negotiations are not only centric around the prisoner exchange deal,” he said.",Israel cancels Washington visit after US allows UN Gaza ceasefire resolution to pass,Y,
248,"CNN —

Israel has agreed to a US proposal on a prisoner-hostage exchange that would release around 700 Palestinian prisoners, among them 100 serving life sentences for killing Israelis, in exchange for the release of 40 Israeli hostages held by Hamas in Gaza, according to CNN analyst Barak Ravid’s reporting on the recent round of talks in Doha, Qatar.",Israel agrees to US proposal on prisoner-hostage deal but Hamas says some issues remain unresolved,Y,
249,CNN affiliate Channel 11 (Kan News) on Sunday also reported on Israel’s agreement to the US prisoner-hostage exchange proposal.,Israel agrees to US proposal on prisoner-hostage deal but Hamas says some issues remain unresolved,Y,
250,"Kan News cited a senior Israeli official, saying that Israel is ready to make “significant compromises in order to return the abductees home.”",Israel agrees to US proposal on prisoner-hostage deal but Hamas says some issues remain unresolved,Y,
254,"Israel agreed to the proposal put forth by CIA Director Bill Burns, according to Ravid.",Israel agrees to US proposal on prisoner-hostage deal but Hamas says some issues remain unresolved,Y,
255,"Burns was in Doha, where Hamas and Israel are engaged in talks through mediators.",Israel agrees to US proposal on prisoner-hostage deal but Hamas says some issues remain unresolved,Y,
256,"Hamas’ response could take one to three days, according to Ravid, who said he has spoken to Israeli officials.",Israel agrees to US proposal on prisoner-hostage deal but Hamas says some issues remain unresolved,Y,
258,"Ravid said the proposed exchange will “definitely include some” American hostages, because it will include the release of men over age 50.",Israel agrees to US proposal on prisoner-hostage deal but Hamas says some issues remain unresolved,Y,
260,Naeim told CNN that “Israeli-American media” was increasing the pressure on the talks.,Israel agrees to US proposal on prisoner-hostage deal but Hamas says some issues remain unresolved,Y,
261,"“For us, the negotiations are not only centered around the prisoner exchange deal,” he said.",Israel agrees to US proposal on prisoner-hostage deal but Hamas says some issues remain unresolved,N,
262,"“Israel has not agreed to any of (Hamas’) requests related to a complete ceasefire, the withdrawal of all forces from the Gaza Strip, even in stages, and the return of all displaced people to their homes.”",Israel agrees to US proposal on prisoner-hostage deal but Hamas says some issues remain unresolved,Y,
263,Badran said on Hamas’ Telegram page that Israel is refusing to give “any guarantees to mediators on basic issues” related to the “lives of people in Gaza.”,Israel agrees to US proposal on prisoner-hostage deal but Hamas says some issues remain unresolved,Y,
264,"“We… are negotiating to reach a clear and specific goal related to the needs and requirements of our people in general and Gaza in particular,” he said.",Israel agrees to US proposal on prisoner-hostage deal but Hamas says some issues remain unresolved,Y,
265,"Hamas’ latest proposal this month demanded that some 700 to 1,000 Palestinian prisoners be released.",Israel agrees to US proposal on prisoner-hostage deal but Hamas says some issues remain unresolved,Y,
266,Israel at the time described the demands as “ridiculous” and “absurd.”,Israel agrees to US proposal on prisoner-hostage deal but Hamas says some issues remain unresolved,Y,
267,"An agreement, if it happens, is expected to have multiple phases.",Israel agrees to US proposal on prisoner-hostage deal but Hamas says some issues remain unresolved,Y,
268,"In the first stage, Hamas has proposed releasing the hostages who are women – including Israeli soldiers – elderly, sick and wounded.",Israel agrees to US proposal on prisoner-hostage deal but Hamas says some issues remain unresolved,Y,
269,That number is believed to be roughly 40 out of the around 100 hostages who remain alive.,Israel agrees to US proposal on prisoner-hostage deal but Hamas says some issues remain unresolved,N,
270,This story and headline have been updated with additional developments.,Israel agrees to US proposal on prisoner-hostage deal but Hamas says some issues remain unresolved,Y,
271,"CNN —

Israeli forces have surrounded two more hospitals in the Gaza Strip, the Palestinian Red Crescent Society (PRCS) said, describing intense shelling and heavy gunfire.","Gaza Strip: Israeli forces surround two more hospitals, Palestinian Red Crescent says",Y,
272,"Months into the conflict, fighting is still raging across Gaza, despite international pressure on Israel and ongoing efforts for a ceasefire and hostage deal.","Gaza Strip: Israeli forces surround two more hospitals, Palestinian Red Crescent says",Y,
273,The PRCS said Sunday that Al-Amal Hospital and Nasser Hospital in southern Gaza were both encircled.,"Gaza Strip: Israeli forces surround two more hospitals, Palestinian Red Crescent says",Y,
274,“All our teams are in extreme danger at the moment and are unable to move at all.,"Gaza Strip: Israeli forces surround two more hospitals, Palestinian Red Crescent says",Y,
275,They are also unable to bury the body of our colleague Amir Abu Aisha inside the hospital courtyard.”,"Gaza Strip: Israeli forces surround two more hospitals, Palestinian Red Crescent says",Y,
276,CNN has reached out to hospital authorities for more detail and to the Israel Defense Forces for a response.,"Gaza Strip: Israeli forces surround two more hospitals, Palestinian Red Crescent says",Y,
277,Both hospitals were surrounded by Israeli forces for prolonged spells earlier this year.,"Gaza Strip: Israeli forces surround two more hospitals, Palestinian Red Crescent says",Y,
278,"The Israeli military is still operating at Al-Shifa hospital, Gaza’s largest, after raiding it earlier in the week.","Gaza Strip: Israeli forces surround two more hospitals, Palestinian Red Crescent says",Y,
279,"IDF troops “apprehended approximately 480 terrorists affiliated with the Hamas and Islamic Jihad terrorist organizations, and have located weapons and terrorist infrastructure in the hospital,” the IDF said in an update Sunday.","Gaza Strip: Israeli forces surround two more hospitals, Palestinian Red Crescent says",Y,
280,A picture shows damage inside Nasser Hospital in Khan Yunis last month.,"Gaza Strip: Israeli forces surround two more hospitals, Palestinian Red Crescent says",Y,
281,"AFP/Getty Images

The IDF also announced that one a soldier had been killed in a battle in northern Gaza, bringing the death toll among soldiers since the ground operation began is 252.","Gaza Strip: Israeli forces surround two more hospitals, Palestinian Red Crescent says",N,
282,"At least 32,226 people in Gaza have died since the October 7 attacks, with almost 75,000 injured, the Gaza Ministry of health said.","Gaza Strip: Israeli forces surround two more hospitals, Palestinian Red Crescent says",Y,
283,"In January, Israeli Defense Minister Yoav Gallant announced that the most intensive phase of operations in northern Gaza was complete, but in recent weeks the IDF has returned in force to the area around Al-Shifa as Hamas appears to have built up its presence and operations in the area.","Gaza Strip: Israeli forces surround two more hospitals, Palestinian Red Crescent says",Y,
284,"On Monday, the IDF launched a fresh operation at Al Shifa after claiming that “senior Hamas terrorists” were using the facility.","Gaza Strip: Israeli forces surround two more hospitals, Palestinian Red Crescent says",Y,
285,"The Ministry of Health in Gaza said about 3,000 people were seeking refuge and that those attempting to leave were being targeted by snipers and fire from helicopters.","Gaza Strip: Israeli forces surround two more hospitals, Palestinian Red Crescent says",Y,
286,Hamas accused Israel of striking targets “without regard” to the patients or medical staff inside – a claim echoed by people at the complex.,"Gaza Strip: Israeli forces surround two more hospitals, Palestinian Red Crescent says",Y,
287,Hospitals have been battlegrounds throughout the conflict.,"Gaza Strip: Israeli forces surround two more hospitals, Palestinian Red Crescent says",Y,
288,"Israel has accused Gazan medical facilities of harbouring Hamas fighters and weapons, something denied by doctors and the militant group.","Gaza Strip: Israeli forces surround two more hospitals, Palestinian Red Crescent says",Y,
289,Smoke billowing after Israeli bombardment in the vicinity of the Al-Shifa hospital on Saturday.,"Gaza Strip: Israeli forces surround two more hospitals, Palestinian Red Crescent says",N,
290,"AFP/Getty Images

UN Secretary General António Guterres, meanwhile warned that “horror and starvation” was stalking Gaza, calling for a ceasefire and the immediate release of hostages.","Gaza Strip: Israeli forces surround two more hospitals, Palestinian Red Crescent says",Y,
291,"Guterres, who visited the Egyptian border on Saturday, has also called the relief trucks mounting there “a moral outrage,” urging Israel to allow “total, unfettered access for humanitarian goods throughout Gaza.”","Gaza Strip: Israeli forces surround two more hospitals, Palestinian Red Crescent says",Y,
292,"His remarks sparked anger from Israel, with Foreign Minister Israel Katz saying that the UN had become “an antisemitic and anti-Israeli body that shelters and emboldens terror” under Guterres’ leadership.","Gaza Strip: Israeli forces surround two more hospitals, Palestinian Red Crescent says",Y,
293,"Katz, in a statement on X, accused Guterres of criticizing Israel without condemning “in any way” the Hamas “terrorists who plunder humanitarian aid, without condemning UNRWA that cooperates with terrorists – and without calling for the immediate, unconditional release of all Israeli hostages.”","Gaza Strip: Israeli forces surround two more hospitals, Palestinian Red Crescent says",Y,
294,Israel and the UN’s relations are poor.,"Gaza Strip: Israeli forces surround two more hospitals, Palestinian Red Crescent says",Y,
295,"The UN has been a strong critic of Israel’s campaign in Gaza, while Israel has accused some UN staffers of involvement in the October 7 attacks.","Gaza Strip: Israeli forces surround two more hospitals, Palestinian Red Crescent says",Y,
296,Truth Social owner Trump Media & Technology Group announced Monday its merger with a publicly-traded shell company has closed and trading will begin on Tuesday.,"Live updates: Trump hush money case hearing, bond deadline in civil fraud case",Y,
297,"The closing of the merger between Trump Media and Digital World Acquisition Corp. amounts to a multi-billion dollar windfall for former President Donald Trump, who is the chairman and dominant shareholder of the new company.","Live updates: Trump hush money case hearing, bond deadline in civil fraud case",Y,
299,News of the merger’s completion propelled shares of Digital World 21% higher on Monday.,"Live updates: Trump hush money case hearing, bond deadline in civil fraud case",Y,
300,"At current prices, Trump’s stake is valued at $3.5 billion.","Live updates: Trump hush money case hearing, bond deadline in civil fraud case",Y,
301,"However, there are lock-up restrictions that would likely prevent Trump from selling or even borrowing against the value of that stock for months.","Live updates: Trump hush money case hearing, bond deadline in civil fraud case",N,
302,"CNN —

The four men suspected of carrying out a brutal attack at a Moscow concert hall that killed at least 137 people have appeared in court on terror charges, as the Kremlin defended its security services criticized for failing to prevent the massacre.",Suspects in Moscow concert hall attack appear in court as Russia defends security services,Y,
303,"Three of the suspects were bent double as they were marched into the Moscow courtroom late on Sunday night, while the fourth was in a wheelchair and appeared unresponsive.",Suspects in Moscow concert hall attack appear in court as Russia defends security services,Y,
304,"The suspects, who are from the former Soviet republic of Tajikistan but worked in Russia on temporary or expired visas, were named by Moscow City Court as Dalerdzhon Mirzoyev, Saidakrami Rachabalizoda, Shamsidin Fariduni and Mukhammadsobir Faizov.",Suspects in Moscow concert hall attack appear in court as Russia defends security services,Y,
305,They face a maximum sentence of life in prison.,Suspects in Moscow concert hall attack appear in court as Russia defends security services,Y,
306,"They are accused of storming Crocus City Hall in a Moscow suburb on Friday, shooting civilians at point blank before setting the building on fire, causing the roof to collapse while concert-goers were still inside.",Suspects in Moscow concert hall attack appear in court as Russia defends security services,Y,
307,"ISIS claimed responsibility for the massacre and released graphic footage showing the incident – but the Kremlin has alleged, without evidence, that the perpetrators planned to flee to Ukraine.",Suspects in Moscow concert hall attack appear in court as Russia defends security services,Y,
308,Kyiv has vehemently denied involvement and called the Kremlin’s claims “absurd.”,Suspects in Moscow concert hall attack appear in court as Russia defends security services,Y,
309,"The first suspect charged, Mirzoyev, had a black eye, bruises over his face and a plastic bag wrapped around his neck.",Suspects in Moscow concert hall attack appear in court as Russia defends security services,Y,
310,"Mirzoyev, 32, had a temporary resident permit for three months in the Siberian city of Novosibirsk, but it had expired, Russian state media RIA Novosti reported.",Suspects in Moscow concert hall attack appear in court as Russia defends security services,Y,
311,"Dalerdzhon Mirzoyev, a suspect in the shooting attack at the Crocus City Hall concert venue, sits behind a glass wall of an enclosure for defendants at the Basmanny district court in Moscow, March 24, 2024.",Suspects in Moscow concert hall attack appear in court as Russia defends security services,Y,
312,"Shamil Zhumatov/Reuters

Rachabalizoda, born in 1994, told the court through an interpreter that he has Russian registration documents but could not remember where they are.",Suspects in Moscow concert hall attack appear in court as Russia defends security services,Y,
313,"The third defendant, Fariduni, born in 1998, was employed at a factory in the industrial city of Podolsk and registered in Krasnogorsk, both near Moscow.",Suspects in Moscow concert hall attack appear in court as Russia defends security services,Y,
314,"The three men pleaded guilty to the terrorism charges, Russian media reported.",Suspects in Moscow concert hall attack appear in court as Russia defends security services,Y,
315,"It was unclear what the fourth man, Faizov, born in 2004, pled.",Suspects in Moscow concert hall attack appear in court as Russia defends security services,Y,
316,He was pictured lying limp in a wheelchair inside a glass cage.,Suspects in Moscow concert hall attack appear in court as Russia defends security services,Y,
317,The men looked beaten and injured as they were brought into the courtroom.,Suspects in Moscow concert hall attack appear in court as Russia defends security services,Y,
318,Videos of them being battered while being detained and interrogated circulated widely on Russian social media.,Suspects in Moscow concert hall attack appear in court as Russia defends security services,Y,
319,"The four have been remanded into pre-trial detention until May 2022, the court said.",Suspects in Moscow concert hall attack appear in court as Russia defends security services,Y,
320,"CNN asked the Kremlin about the “visible signs of violence” committed against the suspects, but spokesperson Dmitry Peskov refused to comment.",Suspects in Moscow concert hall attack appear in court as Russia defends security services,Y,
321,"Later Monday, Russia’s Investigative Committee asked the court to detain three other men – two brothers and their father – in connection with the attack, Russian state media TASS reported.",Suspects in Moscow concert hall attack appear in court as Russia defends security services,Y,
322,"Mukhammadsobir Faizov, a suspect in the shooting attack, appeared unresponsive in court, on Sunday.",Suspects in Moscow concert hall attack appear in court as Russia defends security services,Y,
324,Russia’s Ministry of Emergency Situations said more than 300 “specialists” were working at the site.,Suspects in Moscow concert hall attack appear in court as Russia defends security services,Y,
328,"The video also shows one of the attackers slitting the throat of a man lying on his back, and ends with the four attackers walking away inside the building with smoke rising in the distance.",Suspects in Moscow concert hall attack appear in court as Russia defends security services,Y,
329,"Despite ISIS appearing to provide evidence that its fighters had carried out the attack, Russian President Vladimir Putin has been keen to point the finger elsewhere.",Suspects in Moscow concert hall attack appear in court as Russia defends security services,Y,
330,In his only national address since the attack – more than 19 hours after it began – Putin on Saturday claimed that a “window” had been prepared for the attackers to escape to Ukraine.,Suspects in Moscow concert hall attack appear in court as Russia defends security services,Y,
331,Other senior officials have sought to pin the blame on Ukraine for the attack.,Suspects in Moscow concert hall attack appear in court as Russia defends security services,Y,
333,Firefighters respond to the burning Crocus City Hall on March 22.,Suspects in Moscow concert hall attack appear in court as Russia defends security services,Y,
335,"The US embassy in Moscow said earlier this month it was “monitoring reports that extremists have imminent plans to target large gatherings in Moscow,” including concerts.",Suspects in Moscow concert hall attack appear in court as Russia defends security services,Y,
336,US National Security Council spokesperson Adrienna Watson said the US had shared this information with Russian authorities under the “duty to warn” policy.,Suspects in Moscow concert hall attack appear in court as Russia defends security services,Y,
337,The US also warned American citizens to avoid places like theaters and concert halls.,Suspects in Moscow concert hall attack appear in court as Russia defends security services,Y,
338,"But in a speech Tuesday – just days before the attack – Putin dismissed the American warnings as “provocative,” saying “these actions resemble outright blackmail and the intention to intimidate and destabilize our society.”",Suspects in Moscow concert hall attack appear in court as Russia defends security services,Y,
339,"Answering questions from reporters on Monday, Peskov refused to comment on whether Moscow had received warnings from Washington, and defended the “tireless work” of Russia’s security services.",Suspects in Moscow concert hall attack appear in court as Russia defends security services,Y,
340,"Mark Galeotti, an expert on Russian politics and security service the FSB, told CNN he thinks Putin “finds it hard to believe that the Americans, even with gritted teeth, would genuinely provide true intelligence about terrorist threats in the current environment.”

“Because he would have no qualms about issuing a fake intelligence warning in order to meddle with another country’s elections, I believe he may well have thought that in fact that’s what the Americans are doing,” Galeotti said.",Suspects in Moscow concert hall attack appear in court as Russia defends security services,Y,
342,"Alexander Matveev, 37, told CNN that Russians feel insecure and worried that another attack could take place.",Suspects in Moscow concert hall attack appear in court as Russia defends security services,Y,
343,He said he found Putin’s suggestion that Ukraine was involved to be plausible.,Suspects in Moscow concert hall attack appear in court as Russia defends security services,Y,
346,"CNN —

The Islamic State group, also known as ISIS, claimed responsibly for Friday’s deadly assault on a concert venue in Moscow, releasing graphic footage purporting to show its gunmen carrying out what was Russia’s worst terror attack in decades.","Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
347,"Russian authorities have accused four men from the former Soviet republic of Tajikistan of being behind the attack, which left at least 137 people dead and more than 100 injured.","Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
348,"The suspects, who are charged with committing a terrorist act and face possible life imprisonment, have been remanded into pre-trial detention through May 22 after appearing in court in Moscow on Sunday.","Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
