id,text,Article Title,label,Comments
227,The US had previously vetoed similar resolutions calling for a ceasefire.,Israel cancels Washington visit after US allows UN Gaza ceasefire resolution to pass,Y,
228,"Its position evolved last week when on Friday, it put forward a ceasefire resolution tied tied to the release of hostages.",Israel cancels Washington visit after US allows UN Gaza ceasefire resolution to pass,Y,
229,That resolution fell when it was vetoed by Russia and China.,Israel cancels Washington visit after US allows UN Gaza ceasefire resolution to pass,Y,
230,"The US abstention on Monday’s vote allowed the latest resolution to pass, when the other 14 members of the 15-strong council voted yes.",Israel cancels Washington visit after US allows UN Gaza ceasefire resolution to pass,Y,
231,"The US Ambassador to the United Nations Linda Thomas-Greenfield said that while the latest resolution included edits requested by the US, Washington could not vote yes because it “did not agree with everything.”",Israel cancels Washington visit after US allows UN Gaza ceasefire resolution to pass,Y,
232,"“A ceasefire could have come about months ago if Hamas had been willing to release hostages,” the ambassador said, calling on members states and the UNSC to demand that Hamas “accepts the deal on the table.”",Israel cancels Washington visit after US allows UN Gaza ceasefire resolution to pass,Y,
233,"“Any ceasefire must come with the release of all hostages,” she added.",Israel cancels Washington visit after US allows UN Gaza ceasefire resolution to pass,Y,
234,"The resolution, put forward by the 10 non-permanent members of the Security Council, demands an immediate ceasefire for the month of Ramadan, the immediate and unconditional release of hostages and “the urgent need to expand the flow” of aid into Gaza.

UN Secretary-General António Guterres said a failure to implement the resolution would be “unforgivable.”

“The Security Council just approved a long-awaited resolution on Gaza, demanding an immediate ceasefire, and the immediate and unconditional release of all hostages.",Israel cancels Washington visit after US allows UN Gaza ceasefire resolution to pass,Y,
235,This resolution must be implemented.,Israel cancels Washington visit after US allows UN Gaza ceasefire resolution to pass,N,
236,"Failure would be unforgivable,” Guterres wrote on X, previously known as Twitter.",Israel cancels Washington visit after US allows UN Gaza ceasefire resolution to pass,Y,
237,The UN vote on Monday came as tensions grow over a looming Israeli military operation in Gaza’s southern city of Rafah.,Israel cancels Washington visit after US allows UN Gaza ceasefire resolution to pass,Y,
238,"The US has been calling on Israel to explain how it will protect the 1.4 million Palestinians seeking refuge there ahead of the expected incursion, which the US said “would be a mistake.”",Israel cancels Washington visit after US allows UN Gaza ceasefire resolution to pass,,
239,"Israel’s national security adviser Tzachi Hanegbi and Ron Dermer, a member of the war cabinet and close adviser to Netanyahu, had been scheduled to travel to Washington on Monday night to discuss the offensive and US alternatives, but the visit was canceled after the vote.",Israel cancels Washington visit after US allows UN Gaza ceasefire resolution to pass,Y,
240,"National Security spokesman John Kirby offered a fuller response to Netanyahu’s decision to cancel the delegation, saying the US was disappointed by the decision to cancel the trip.",Israel cancels Washington visit after US allows UN Gaza ceasefire resolution to pass,Y,
241,"“We’re very disappointed that they will not be coming to Washington, DC, to allow us to have a fulsome conversation with them about viable alternatives to going in on the ground in Rafah,” he said.",Israel cancels Washington visit after US allows UN Gaza ceasefire resolution to pass,Y,
242,"Separately, Israel agreed to a US proposal on a prisoner-hostage deal, according to CNN analyst Barak Ravid’s reporting on the recent round of talks in Doha.",Israel cancels Washington visit after US allows UN Gaza ceasefire resolution to pass,Y,
243,"The reported deal could see the release of around 700 Palestinian prisoners, among them 100 serving life sentences for killing Israeli nationals, in exchange for the release of 40 Israeli hostages held by Hamas in Gaza.",Israel cancels Washington visit after US allows UN Gaza ceasefire resolution to pass,Y,
244,"However, Hamas said more issues remain unresolved beyond the release of Palestinian prisoners from Israeli jails.",Israel cancels Washington visit after US allows UN Gaza ceasefire resolution to pass,Y,
245,Hamas senior officials Basem Naeim told CNN that “Israeli-American media” was adding pressure on the talks.,Israel cancels Washington visit after US allows UN Gaza ceasefire resolution to pass,Y,
246,"“For us, the negotiations are not only centric around the prisoner exchange deal,” he said.",Israel cancels Washington visit after US allows UN Gaza ceasefire resolution to pass,Y,
247,"“Israel has not agreed to any of [Hamas] requests related to a complete ceasefire, the withdrawal of all forces from the Gaza Strip, even in stages, and the return of all displaced people to their homes,” Naeim said.",Israel cancels Washington visit after US allows UN Gaza ceasefire resolution to pass,,
248,"CNN —

Israel has agreed to a US proposal on a prisoner-hostage exchange that would release around 700 Palestinian prisoners, among them 100 serving life sentences for killing Israelis, in exchange for the release of 40 Israeli hostages held by Hamas in Gaza, according to CNN analyst Barak Ravid’s reporting on the recent round of talks in Doha, Qatar.",Israel agrees to US proposal on prisoner-hostage deal but Hamas says some issues remain unresolved,Y,
249,CNN affiliate Channel 11 (Kan News) on Sunday also reported on Israel’s agreement to the US prisoner-hostage exchange proposal.,Israel agrees to US proposal on prisoner-hostage deal but Hamas says some issues remain unresolved,Y,
250,"Kan News cited a senior Israeli official, saying that Israel is ready to make “significant compromises in order to return the abductees home.”",Israel agrees to US proposal on prisoner-hostage deal but Hamas says some issues remain unresolved,Y,
251,"Earlier in the weekend, Ravid, citing an unnamed Israeli official, tweeted that Israel agreed to a US “bridging proposal” on the number of Palestinian prisoners to be released for every hostage held by Hamas.",Israel agrees to US proposal on prisoner-hostage deal but Hamas says some issues remain unresolved,,
252,"A diplomatic source briefed on the matter confirmed to CNN the accuracy of Ravid’s information Saturday but said outstanding issues remain, including the entry of aid and “Israeli military repositioning” in Gaza.",Israel agrees to US proposal on prisoner-hostage deal but Hamas says some issues remain unresolved,,
253,CNN has reached out to Israeli officials on the status of the talks.,Israel agrees to US proposal on prisoner-hostage deal but Hamas says some issues remain unresolved,,
254,"Israel agreed to the proposal put forth by CIA Director Bill Burns, according to Ravid.",Israel agrees to US proposal on prisoner-hostage deal but Hamas says some issues remain unresolved,Y,
255,"Burns was in Doha, where Hamas and Israel are engaged in talks through mediators.",Israel agrees to US proposal on prisoner-hostage deal but Hamas says some issues remain unresolved,Y,
256,"Hamas’ response could take one to three days, according to Ravid, who said he has spoken to Israeli officials.",Israel agrees to US proposal on prisoner-hostage deal but Hamas says some issues remain unresolved,Y,
257,"“Those details need to go from Hamas representatives in Doha, who are negotiating, to the person who really calls the shots, and this is Hamas leader Yahya Sinwar in Gaza, who is in a bunker some 100 feet under the ground, so this takes a long time,” Ravid told Omar Jimenez on “CNN Newsroom” on Sunday.",Israel agrees to US proposal on prisoner-hostage deal but Hamas says some issues remain unresolved,,
258,"Ravid said the proposed exchange will “definitely include some” American hostages, because it will include the release of men over age 50.",Israel agrees to US proposal on prisoner-hostage deal but Hamas says some issues remain unresolved,Y,
259,"‘Pressure’ on talks

Hamas pushed back against the reports, with senior officials Basem Naeim and Hussam Badran separately playing down the potential for a breakthrough.",Israel agrees to US proposal on prisoner-hostage deal but Hamas says some issues remain unresolved,,
260,Naeim told CNN that “Israeli-American media” was increasing the pressure on the talks.,Israel agrees to US proposal on prisoner-hostage deal but Hamas says some issues remain unresolved,Y,
261,"“For us, the negotiations are not only centered around the prisoner exchange deal,” he said.",Israel agrees to US proposal on prisoner-hostage deal but Hamas says some issues remain unresolved,N,
262,"“Israel has not agreed to any of (Hamas’) requests related to a complete ceasefire, the withdrawal of all forces from the Gaza Strip, even in stages, and the return of all displaced people to their homes.”",Israel agrees to US proposal on prisoner-hostage deal but Hamas says some issues remain unresolved,Y,
263,Badran said on Hamas’ Telegram page that Israel is refusing to give “any guarantees to mediators on basic issues” related to the “lives of people in Gaza.”,Israel agrees to US proposal on prisoner-hostage deal but Hamas says some issues remain unresolved,Y,
264,"“We… are negotiating to reach a clear and specific goal related to the needs and requirements of our people in general and Gaza in particular,” he said.",Israel agrees to US proposal on prisoner-hostage deal but Hamas says some issues remain unresolved,Y,
265,"Hamas’ latest proposal this month demanded that some 700 to 1,000 Palestinian prisoners be released.",Israel agrees to US proposal on prisoner-hostage deal but Hamas says some issues remain unresolved,Y,
266,Israel at the time described the demands as “ridiculous” and “absurd.”,Israel agrees to US proposal on prisoner-hostage deal but Hamas says some issues remain unresolved,Y,
267,"An agreement, if it happens, is expected to have multiple phases.",Israel agrees to US proposal on prisoner-hostage deal but Hamas says some issues remain unresolved,Y,
268,"In the first stage, Hamas has proposed releasing the hostages who are women – including Israeli soldiers – elderly, sick and wounded.",Israel agrees to US proposal on prisoner-hostage deal but Hamas says some issues remain unresolved,Y,
269,That number is believed to be roughly 40 out of the around 100 hostages who remain alive.,Israel agrees to US proposal on prisoner-hostage deal but Hamas says some issues remain unresolved,N,
270,This story and headline have been updated with additional developments.,Israel agrees to US proposal on prisoner-hostage deal but Hamas says some issues remain unresolved,Y,
271,"CNN —

Israeli forces have surrounded two more hospitals in the Gaza Strip, the Palestinian Red Crescent Society (PRCS) said, describing intense shelling and heavy gunfire.","Gaza Strip: Israeli forces surround two more hospitals, Palestinian Red Crescent says",Y,
272,"Months into the conflict, fighting is still raging across Gaza, despite international pressure on Israel and ongoing efforts for a ceasefire and hostage deal.","Gaza Strip: Israeli forces surround two more hospitals, Palestinian Red Crescent says",Y,
273,The PRCS said Sunday that Al-Amal Hospital and Nasser Hospital in southern Gaza were both encircled.,"Gaza Strip: Israeli forces surround two more hospitals, Palestinian Red Crescent says",Y,
274,“All our teams are in extreme danger at the moment and are unable to move at all.,"Gaza Strip: Israeli forces surround two more hospitals, Palestinian Red Crescent says",Y,
275,They are also unable to bury the body of our colleague Amir Abu Aisha inside the hospital courtyard.”,"Gaza Strip: Israeli forces surround two more hospitals, Palestinian Red Crescent says",Y,
276,CNN has reached out to hospital authorities for more detail and to the Israel Defense Forces for a response.,"Gaza Strip: Israeli forces surround two more hospitals, Palestinian Red Crescent says",Y,
277,Both hospitals were surrounded by Israeli forces for prolonged spells earlier this year.,"Gaza Strip: Israeli forces surround two more hospitals, Palestinian Red Crescent says",Y,
278,"The Israeli military is still operating at Al-Shifa hospital, Gaza’s largest, after raiding it earlier in the week.","Gaza Strip: Israeli forces surround two more hospitals, Palestinian Red Crescent says",Y,
279,"IDF troops “apprehended approximately 480 terrorists affiliated with the Hamas and Islamic Jihad terrorist organizations, and have located weapons and terrorist infrastructure in the hospital,” the IDF said in an update Sunday.","Gaza Strip: Israeli forces surround two more hospitals, Palestinian Red Crescent says",Y,
280,A picture shows damage inside Nasser Hospital in Khan Yunis last month.,"Gaza Strip: Israeli forces surround two more hospitals, Palestinian Red Crescent says",Y,
281,"AFP/Getty Images

The IDF also announced that one a soldier had been killed in a battle in northern Gaza, bringing the death toll among soldiers since the ground operation began is 252.","Gaza Strip: Israeli forces surround two more hospitals, Palestinian Red Crescent says",N,
282,"At least 32,226 people in Gaza have died since the October 7 attacks, with almost 75,000 injured, the Gaza Ministry of health said.","Gaza Strip: Israeli forces surround two more hospitals, Palestinian Red Crescent says",Y,
283,"In January, Israeli Defense Minister Yoav Gallant announced that the most intensive phase of operations in northern Gaza was complete, but in recent weeks the IDF has returned in force to the area around Al-Shifa as Hamas appears to have built up its presence and operations in the area.","Gaza Strip: Israeli forces surround two more hospitals, Palestinian Red Crescent says",Y,
284,"On Monday, the IDF launched a fresh operation at Al Shifa after claiming that “senior Hamas terrorists” were using the facility.","Gaza Strip: Israeli forces surround two more hospitals, Palestinian Red Crescent says",Y,
285,"The Ministry of Health in Gaza said about 3,000 people were seeking refuge and that those attempting to leave were being targeted by snipers and fire from helicopters.","Gaza Strip: Israeli forces surround two more hospitals, Palestinian Red Crescent says",Y,
286,Hamas accused Israel of striking targets “without regard” to the patients or medical staff inside – a claim echoed by people at the complex.,"Gaza Strip: Israeli forces surround two more hospitals, Palestinian Red Crescent says",Y,
287,Hospitals have been battlegrounds throughout the conflict.,"Gaza Strip: Israeli forces surround two more hospitals, Palestinian Red Crescent says",Y,
288,"Israel has accused Gazan medical facilities of harbouring Hamas fighters and weapons, something denied by doctors and the militant group.","Gaza Strip: Israeli forces surround two more hospitals, Palestinian Red Crescent says",Y,
289,Smoke billowing after Israeli bombardment in the vicinity of the Al-Shifa hospital on Saturday.,"Gaza Strip: Israeli forces surround two more hospitals, Palestinian Red Crescent says",N,
290,"AFP/Getty Images

UN Secretary General António Guterres, meanwhile warned that “horror and starvation” was stalking Gaza, calling for a ceasefire and the immediate release of hostages.","Gaza Strip: Israeli forces surround two more hospitals, Palestinian Red Crescent says",Y,
291,"Guterres, who visited the Egyptian border on Saturday, has also called the relief trucks mounting there “a moral outrage,” urging Israel to allow “total, unfettered access for humanitarian goods throughout Gaza.”","Gaza Strip: Israeli forces surround two more hospitals, Palestinian Red Crescent says",Y,
292,"His remarks sparked anger from Israel, with Foreign Minister Israel Katz saying that the UN had become “an antisemitic and anti-Israeli body that shelters and emboldens terror” under Guterres’ leadership.","Gaza Strip: Israeli forces surround two more hospitals, Palestinian Red Crescent says",Y,
293,"Katz, in a statement on X, accused Guterres of criticizing Israel without condemning “in any way” the Hamas “terrorists who plunder humanitarian aid, without condemning UNRWA that cooperates with terrorists – and without calling for the immediate, unconditional release of all Israeli hostages.”","Gaza Strip: Israeli forces surround two more hospitals, Palestinian Red Crescent says",Y,
294,Israel and the UN’s relations are poor.,"Gaza Strip: Israeli forces surround two more hospitals, Palestinian Red Crescent says",Y,
295,"The UN has been a strong critic of Israel’s campaign in Gaza, while Israel has accused some UN staffers of involvement in the October 7 attacks.","Gaza Strip: Israeli forces surround two more hospitals, Palestinian Red Crescent says",Y,
296,Truth Social owner Trump Media & Technology Group announced Monday its merger with a publicly-traded shell company has closed and trading will begin on Tuesday.,"Live updates: Trump hush money case hearing, bond deadline in civil fraud case",Y,
297,"The closing of the merger between Trump Media and Digital World Acquisition Corp. amounts to a multi-billion dollar windfall for former President Donald Trump, who is the chairman and dominant shareholder of the new company.","Live updates: Trump hush money case hearing, bond deadline in civil fraud case",Y,
298,"Trading of the new company under the ticker symbol “DJT” on the Nasdaq Stock Market is set to begin on Tuesday, the companies said.","Live updates: Trump hush money case hearing, bond deadline in civil fraud case",,
299,News of the merger’s completion propelled shares of Digital World 21% higher on Monday.,"Live updates: Trump hush money case hearing, bond deadline in civil fraud case",Y,
300,"At current prices, Trump’s stake is valued at $3.5 billion.","Live updates: Trump hush money case hearing, bond deadline in civil fraud case",Y,
301,"However, there are lock-up restrictions that would likely prevent Trump from selling or even borrowing against the value of that stock for months.","Live updates: Trump hush money case hearing, bond deadline in civil fraud case",N,
302,"CNN —

The four men suspected of carrying out a brutal attack at a Moscow concert hall that killed at least 137 people have appeared in court on terror charges, as the Kremlin defended its security services criticized for failing to prevent the massacre.",Suspects in Moscow concert hall attack appear in court as Russia defends security services,Y,
303,"Three of the suspects were bent double as they were marched into the Moscow courtroom late on Sunday night, while the fourth was in a wheelchair and appeared unresponsive.",Suspects in Moscow concert hall attack appear in court as Russia defends security services,Y,
304,"The suspects, who are from the former Soviet republic of Tajikistan but worked in Russia on temporary or expired visas, were named by Moscow City Court as Dalerdzhon Mirzoyev, Saidakrami Rachabalizoda, Shamsidin Fariduni and Mukhammadsobir Faizov.",Suspects in Moscow concert hall attack appear in court as Russia defends security services,Y,
305,They face a maximum sentence of life in prison.,Suspects in Moscow concert hall attack appear in court as Russia defends security services,Y,
306,"They are accused of storming Crocus City Hall in a Moscow suburb on Friday, shooting civilians at point blank before setting the building on fire, causing the roof to collapse while concert-goers were still inside.",Suspects in Moscow concert hall attack appear in court as Russia defends security services,Y,
307,"ISIS claimed responsibility for the massacre and released graphic footage showing the incident – but the Kremlin has alleged, without evidence, that the perpetrators planned to flee to Ukraine.",Suspects in Moscow concert hall attack appear in court as Russia defends security services,Y,
308,Kyiv has vehemently denied involvement and called the Kremlin’s claims “absurd.”,Suspects in Moscow concert hall attack appear in court as Russia defends security services,Y,
309,"The first suspect charged, Mirzoyev, had a black eye, bruises over his face and a plastic bag wrapped around his neck.",Suspects in Moscow concert hall attack appear in court as Russia defends security services,Y,
310,"Mirzoyev, 32, had a temporary resident permit for three months in the Siberian city of Novosibirsk, but it had expired, Russian state media RIA Novosti reported.",Suspects in Moscow concert hall attack appear in court as Russia defends security services,Y,
311,"Dalerdzhon Mirzoyev, a suspect in the shooting attack at the Crocus City Hall concert venue, sits behind a glass wall of an enclosure for defendants at the Basmanny district court in Moscow, March 24, 2024.",Suspects in Moscow concert hall attack appear in court as Russia defends security services,Y,
312,"Shamil Zhumatov/Reuters

Rachabalizoda, born in 1994, told the court through an interpreter that he has Russian registration documents but could not remember where they are.",Suspects in Moscow concert hall attack appear in court as Russia defends security services,Y,
313,"The third defendant, Fariduni, born in 1998, was employed at a factory in the industrial city of Podolsk and registered in Krasnogorsk, both near Moscow.",Suspects in Moscow concert hall attack appear in court as Russia defends security services,Y,
314,"The three men pleaded guilty to the terrorism charges, Russian media reported.",Suspects in Moscow concert hall attack appear in court as Russia defends security services,Y,
315,"It was unclear what the fourth man, Faizov, born in 2004, pled.",Suspects in Moscow concert hall attack appear in court as Russia defends security services,Y,
316,He was pictured lying limp in a wheelchair inside a glass cage.,Suspects in Moscow concert hall attack appear in court as Russia defends security services,Y,
317,The men looked beaten and injured as they were brought into the courtroom.,Suspects in Moscow concert hall attack appear in court as Russia defends security services,Y,
318,Videos of them being battered while being detained and interrogated circulated widely on Russian social media.,Suspects in Moscow concert hall attack appear in court as Russia defends security services,Y,
319,"The four have been remanded into pre-trial detention until May 2022, the court said.",Suspects in Moscow concert hall attack appear in court as Russia defends security services,Y,
320,"CNN asked the Kremlin about the “visible signs of violence” committed against the suspects, but spokesperson Dmitry Peskov refused to comment.",Suspects in Moscow concert hall attack appear in court as Russia defends security services,Y,
321,"Later Monday, Russia’s Investigative Committee asked the court to detain three other men – two brothers and their father – in connection with the attack, Russian state media TASS reported.",Suspects in Moscow concert hall attack appear in court as Russia defends security services,Y,
322,"Mukhammadsobir Faizov, a suspect in the shooting attack, appeared unresponsive in court, on Sunday.",Suspects in Moscow concert hall attack appear in court as Russia defends security services,Y,
323,"Shamil Zhumatov/Reuters

On Monday, three days after the attack, rescuers were still searching among the ruins of the collapsed concert hall and trying to clear rubble.",Suspects in Moscow concert hall attack appear in court as Russia defends security services,,
324,Russia’s Ministry of Emergency Situations said more than 300 “specialists” were working at the site.,Suspects in Moscow concert hall attack appear in court as Russia defends security services,Y,
325,"The attack, the deadliest on Russian soil in almost two decades, was met with outrage and disbelief in Russia, prompting calls for the harshest of punishments to be meted out.",Suspects in Moscow concert hall attack appear in court as Russia defends security services,,
326,"While the concert hall roof was still burning, ISIS claimed responsibility for the attack and shared a video taken by the men as they stormed the building, where thousands of Russians had arrived to watch the rock group Picnic.",Suspects in Moscow concert hall attack appear in court as Russia defends security services,,
327,"CNN has geolocated the 90-second video to the concert hall, where bodies and blood can be seen on the floor as fire rages above.",Suspects in Moscow concert hall attack appear in court as Russia defends security services,,
328,"The video also shows one of the attackers slitting the throat of a man lying on his back, and ends with the four attackers walking away inside the building with smoke rising in the distance.",Suspects in Moscow concert hall attack appear in court as Russia defends security services,Y,
329,"Despite ISIS appearing to provide evidence that its fighters had carried out the attack, Russian President Vladimir Putin has been keen to point the finger elsewhere.",Suspects in Moscow concert hall attack appear in court as Russia defends security services,Y,
330,In his only national address since the attack – more than 19 hours after it began – Putin on Saturday claimed that a “window” had been prepared for the attackers to escape to Ukraine.,Suspects in Moscow concert hall attack appear in court as Russia defends security services,Y,
331,Other senior officials have sought to pin the blame on Ukraine for the attack.,Suspects in Moscow concert hall attack appear in court as Russia defends security services,Y,
332,"Russian Foreign Ministry spokeswoman Maria Zakharova said: “Now we know in which country these bloody bastards planned to hide from persecution – Ukraine.”

Ukraine has vehemently denied any involvement and called the allegations a “planned provocation by the Kremlin to further fuel anti-Ukrainian hysteria in Russia society” and further mobilize Russian citizens to participate in Moscow’s invasion of Ukraine.",Suspects in Moscow concert hall attack appear in court as Russia defends security services,,
333,Firefighters respond to the burning Crocus City Hall on March 22.,Suspects in Moscow concert hall attack appear in court as Russia defends security services,Y,
334,"Maxim Shemetov/Reuters

Despite relations between Washington and Moscow being at historic lows, the United States warned Russia that ISIS militants were planning to stage an attack in the country.",Suspects in Moscow concert hall attack appear in court as Russia defends security services,,
335,"The US embassy in Moscow said earlier this month it was “monitoring reports that extremists have imminent plans to target large gatherings in Moscow,” including concerts.",Suspects in Moscow concert hall attack appear in court as Russia defends security services,Y,
336,US National Security Council spokesperson Adrienna Watson said the US had shared this information with Russian authorities under the “duty to warn” policy.,Suspects in Moscow concert hall attack appear in court as Russia defends security services,Y,
337,The US also warned American citizens to avoid places like theaters and concert halls.,Suspects in Moscow concert hall attack appear in court as Russia defends security services,Y,
338,"But in a speech Tuesday – just days before the attack – Putin dismissed the American warnings as “provocative,” saying “these actions resemble outright blackmail and the intention to intimidate and destabilize our society.”",Suspects in Moscow concert hall attack appear in court as Russia defends security services,Y,
339,"Answering questions from reporters on Monday, Peskov refused to comment on whether Moscow had received warnings from Washington, and defended the “tireless work” of Russia’s security services.",Suspects in Moscow concert hall attack appear in court as Russia defends security services,Y,
340,"Mark Galeotti, an expert on Russian politics and security service the FSB, told CNN he thinks Putin “finds it hard to believe that the Americans, even with gritted teeth, would genuinely provide true intelligence about terrorist threats in the current environment.”

“Because he would have no qualms about issuing a fake intelligence warning in order to meddle with another country’s elections, I believe he may well have thought that in fact that’s what the Americans are doing,” Galeotti said.",Suspects in Moscow concert hall attack appear in court as Russia defends security services,Y,
341,A CNN team in Moscow spoke to mourners who had turned out to lay flowers for the victims of Friday’s attack.,Suspects in Moscow concert hall attack appear in court as Russia defends security services,,
342,"Alexander Matveev, 37, told CNN that Russians feel insecure and worried that another attack could take place.",Suspects in Moscow concert hall attack appear in court as Russia defends security services,Y,
343,He said he found Putin’s suggestion that Ukraine was involved to be plausible.,Suspects in Moscow concert hall attack appear in court as Russia defends security services,Y,
344,“He said they were trying to escape to Ukraine.,Suspects in Moscow concert hall attack appear in court as Russia defends security services,,
345,"They just found some halfwits who were eager for money,” Matveev said.",Suspects in Moscow concert hall attack appear in court as Russia defends security services,,
346,"CNN —

The Islamic State group, also known as ISIS, claimed responsibly for Friday’s deadly assault on a concert venue in Moscow, releasing graphic footage purporting to show its gunmen carrying out what was Russia’s worst terror attack in decades.","Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
347,"Russian authorities have accused four men from the former Soviet republic of Tajikistan of being behind the attack, which left at least 137 people dead and more than 100 injured.","Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
348,"The suspects, who are charged with committing a terrorist act and face possible life imprisonment, have been remanded into pre-trial detention through May 22 after appearing in court in Moscow on Sunday.","Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
349,"US officials have tied the attack to the Islamic State in Khorasan, or ISIS-K, an ISIS affiliate that operates in central Asia, which has become one of the region’s most brutal and feared terror groups.","Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",,
350,"Since November, the US has received a stream of intelligence that ISIS-K was determined to mount an attack in Russia, sources told CNN, and passed those warnings on to Moscow.","Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",,
351,"US Vice President Kamala Harris said Sunday that “what we know to be the case is that ISIS-K is actually, by all accounts responsible for what happened.”","Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
352,"Here’s what we know about ISIS-K.

Who are ISIS-K?

ISIS-K was formed in 2015 and has been active in Afghanistan, Pakistan and Iran.","Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",,
353,"It is a branch of ISIS, the terror group that emerged in Syria and Iraq and, at its peak, controlled a huge stretch of territory.","Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
354,"Five years since the fall of ISIS’ self-proclaimed caliphate across Iraq and Syria, the group has morphed into a terror network with cells spread around the world, including in Africa, the Middle East, Central Asia and Southeast Asia.","Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
355,The connection between ISIS-K and its apparent parent group is not entirely clear.,"Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
356,"The affiliates share an ideology and tactics, but the depth of their relationship – such as the chain of command and control – has never been fully established.","Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
357,"By 2018, ISIS-K was ranked the world’s fourth-deadliest terror group, according to the Institute for Economics and Peace, which monitors global terrorism.","Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
358,"The Taliban’s takeover of Afghanistan in August 2021, and the withdrawal of US troops from the country, thrust ISIS-K into the global spotlight – especially after the group orchestrated a deadly bombing outside Kabul airport that killed 13 US military personnel and 170 Afghans.","Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
359,It was ISIS-K’s most globally consequential action to date and drew a promise of retribution from US President Joe Biden.,"Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
360,"The United Nations estimated in 2021 that the group has up to 2,200 core fighters based in Afghanistan’s Kunar and Nangarhar provinces.","Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
361,Video Ad Feedback What we know about ISIS group claiming responsibility for Moscow terror attack 04:16 - Source: CNN,"Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",N,
362,What do they want?,"Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",N,
363,"Like its parent organization, ISIS-K aims to create a “pure Islamic state,” according to CSIS – describing the group’s vision of a “global, transnational caliphate” governed by Sharia law.","Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
364,ISIS-K has a mutual hatred of the Taliban and attracts those with views even more radical than the Islamist group that rules Afghanistan.,"Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
365,"It refuses to acknowledge the Taliban as a legitimate Islamic leader because it relies on a narrow base “instead of committing to a universal Islamic jihad,” according to CSIS.","Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
366,"As such, ISIS-K’s recent attacks have largely been aimed at the Taliban and other symbolic targets, as well as at Afghanistan’s Shia Muslim minorities, in particular the ethnic Hazaras.","Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
367,"The group’s hatred of the West, including the United States, Britain and Europe, also features prominently in their agenda – as does its enmity toward Russia.","Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
368,Why did they attack Russia?,"Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",N,
369,"ISIS has a longstanding animosity against Russia and Putin, several experts told CNN.","Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
370,"“Russia has been at the top or near the top of the list of ISIS for many years,” said Daniel Byman, director of Georgetown University’s security studies program.","Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
371,"He pointed to Moscow’s crucial role in the Syrian civil war, when it intervened in support of the Syrian government and against ISIS.","Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
372,"ISIS-K has also criticized the Taliban for being “too close to Russia,” Byman added.","Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
373,"There are other historical grievances, too.","Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
374,"ISIS propaganda has long targeted Russia for its brutal tactics in the various Chechen wars, and its scorched-earth policies in the Caucasus affecting Eastern European and Eurasian Muslims, according to John Miller, CNN’s chief law enforcement and intelligence analyst.","Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
375,"In 2022, ISIS-K claimed responsibility for a suicide blast near Russia’s embassy in Kabul, which killed six people, including two consular staff.","Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
376,"Over the past month, Russia has thwarted several ISIS-related incidents, according to state-run news agency RIA Novosti.","Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
377,"At least four incidents in March alone have been reported across Russia that local authorities said involved people connected to ISIS, RIA reported.","Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
378,"Russian state media reported on March 7 that the FSB, Russia’s security service, prevented an ISIS attack on a synagogue in Moscow, according to Reuters.","Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
379,"The ISIS attackers were killed in a gunfight, the reports said.","Who are ISIS-K, the group that claimed it carried out the Moscow terror attack?",Y,
